stage,seed,suite,model,modes,rho,n_samples,relative_l2_mean,relative_l2_median,mae_mean,mae_median,linf_mean,linf_median,interface_mae_mean,interface_mae_median,far_field_mae_mean,far_field_mae_median,jump_amplitude_error_mean,jump_amplitude_error_median,overshoot_mean,overshoot_median,spurious_jump_error_mean,spurious_jump_error_median,total_variation_error_mean,total_variation_error_median
A,0,ablation_smooth_1,two_channel_fno,8,0.0,32,0.21814299672483295,0.22195790992715858,0.056263875111215694,0.06058257493090459,0.3505590917189983,0.3513532866674726,0.17139382416965568,0.17517979328419256,0.030588335573395027,0.029834891988145325,0.5830564975914384,0.6053135367090212,0.10596054773530157,0.10490028782003413,0.7175691317098403,0.7754308478305071,0.6121104792855041,0.6186544782315182
A,0,ablation_smooth_1,shared,8,0.0,32,0.18200318638389518,0.19720169585759756,0.043848792215310704,0.0460987848733458,0.3809406702341334,0.4211411031853056,0.15706880547718238,0.15953214257646875,0.01851979091847771,0.017551426512517607,0.5374457551910854,0.5489234239026546,0.049684396831567494,0.04867008111707699,0.6035894343559772,0.7121699283407315,0.27743424205373723,0.2500846839276759
A,0,ablation_smooth_1,shared_learnable_rho,8,0.007465560653954272,32,0.1821834901746533,0.19711319667647081,0.04391761329506655,0.04620128834451134,0.380610992492721,0.42105341991918144,0.157176227015726,0.15960043051648143,0.018580720761961732,0.017612684297585154,0.5379402965094072,0.5494872602499392,0.04992392445524583,0.04899858814377567,0.6044538178931129,0.7127315352346213,0.27897512232061944,0.25233336782842886
A,0,ablation_smooth_1,dual,8,0.0,32,0.18644599787173213,0.19134369882377578,0.043871931257746154,0.04342491250768932,0.40929588434079156,0.4523604797003756,0.16145135636447516,0.1634203726211464,0.01748654959163723,0.01378971671644013,0.5206920480345022,0.5288643137818188,0.04337904142946972,0.04217769724218279,0.5725068247046408,0.6860485270104301,0.25401380398188456,0.22703980070790952
A,0,ablation_smooth_2,two_channel_fno,8,0.0,32,0.21806674307686164,0.22167972038667583,0.056213217501564675,0.06060180479294755,0.35052837525050173,0.35052278841579576,0.1713336334314708,0.17484178935179762,0.030542285570072387,0.029878332554774234,0.5829467317606171,0.6041673040179236,0.10600088139050377,0.10538860284454116,0.7179134080452616,0.7760525835105392,0.6118362498585256,0.6166373394924836
A,0,ablation_smooth_2,shared,8,0.0,32,0.22780772834456925,0.24532726651615253,0.055618099532218246,0.05741076358717141,0.43535183066818095,0.479308321475027,0.21507075589391722,0.21956677350938542,0.019811461198645467,0.017798455177931764,0.6829400467408239,0.7026686718930044,0.03857315242096529,0.03789369043480595,0.6932866657989978,0.8248514386713426,0.2671227144288794,0.2482490419231801
A,0,ablation_smooth_2,shared_learnable_rho,8,0.007465560653954272,32,0.22760088081672764,0.24484182208435007,0.05557247859814601,0.057385227886486444,0.43455307818704036,0.47879486427169693,0.21461482960030687,0.21912254971982567,0.019859767122571273,0.017931144222468134,0.6823470984545089,0.70208103071189,0.03876132271655983,0.0380080143321711,0.6934899998350945,0.8245954001252729,0.2681070847283836,0.24965206554399527
A,0,ablation_smooth_2,dual,8,0.0,32,0.25301245503109304,0.2695314040299626,0.06301825848242812,0.06340146856351252,0.489069124313474,0.5379178289928055,0.25199100819026093,0.25939967003096764,0.020526586453799102,0.015418346586227687,0.7328905455952434,0.7530708722297625,0.03136683707087228,0.028489254750643733,0.6867188953344293,0.8502809235526594,0.24856281871586475,0.22886206401276765
A,0,ablation_smooth_4,two_channel_fno,8,0.0,32,0.21802489742494519,0.22139417084855761,0.05617079377848104,0.06054702855536452,0.35042071647565526,0.3494501604322001,0.17126181277723673,0.17449320273899152,0.030508053080478097,0.029833838688277138,0.5828196649442057,0.6029217756106184,0.1060382945163852,0.1060343961443251,0.7184863356417202,0.7759525493092603,0.611482900154378,0.6125861359048592
A,0,ablation_smooth_4,shared,8,0.0,32,0.2734636079236087,0.2950481328528029,0.07442684966924351,0.08186226534283794,0.46284744820138357,0.5030130301966591,0.27959415507213037,0.28673554066815354,0.028683954621890044,0.02608117640561951,0.7709643972250714,0.7961907098759293,0.004524159777921887,0.0,0.7276397522247053,0.8726527693447805,0.1746486247705007,0.11187898180671707
A,0,ablation_smooth_4,shared_learnable_rho,8,0.007465560653954272,32,0.2727572357880254,0.29432337192485325,0.07417049743351214,0.0815324682336358,0.4618020262349988,0.5015999559653426,0.27865155223745613,0.28573825166082417,0.02857757593935363,0.026002705752433672,0.7696992464724449,0.7948860097976604,0.004572626471543692,0.0,0.7275282142811748,0.8720136765328249,0.17567416408407355,0.11533006543314062
A,0,ablation_smooth_4,dual,8,0.0,32,0.3309714923554772,0.35288331117118,0.09477754465646482,0.10213893065589982,0.533013658554636,0.5757479894660673,0.34555795807066225,0.35595086408332965,0.03909263763016477,0.03626489758239285,0.8591339062274869,0.886966752729244,0.002048572185634107,0.0,0.7368696135299349,0.9187263336406483,0.1737264104311021,0.08999430862149488
B,0,iid,plain,4,0.0,32,0.26569734510142107,0.29220595944154176,0.10218934089997073,0.10706225279389092,0.41386506034098003,0.45044485408940055,0.33100821799500874,0.3072697500374884,0.057188451200832574,0.05443776854278985,0.8472329086015026,0.8249668659978342,0.06713518700086728,0.07134476425428637,0.6263019815138458,0.807931215351837,0.20889914041977148,0.14764740623839834
B,0,iid,hidden_width_2,4,0.0,32,0.26569734510142107,0.29220595944154176,0.10218934089997073,0.10706225279389092,0.41386506034098003,0.45044485408940055,0.33100821799500874,0.3072697500374884,0.057188451200832574,0.05443776854278985,0.8472329086015026,0.8249668659978342,0.06713518700086728,0.07134476425428637,0.6263019815138458,0.807931215351837,0.20889914041977148,0.14764740623839834
B,0,iid,two_channel_fno,4,0.0,32,0.26561977846552276,0.29099102451082515,0.1021980272106109,0.10669986426455791,0.4133441944939944,0.44978000250605293,0.33085173986668087,0.3068885655261808,0.05725111397437942,0.05398935868758628,0.8467910670295395,0.8254756864049022,0.06698397880846246,0.07019575419369017,0.6261880613692192,0.8082308933614132,0.20975727020402596,0.14923003844518834
B,0,iid,shared,4,0.0,32,0.14305515240454397,0.13490216814170042,0.05449026093188974,0.056781702707290924,0.2440961693381089,0.2627500058352433,0.14523210489548416,0.13683545910112146,0.03643042166121553,0.035598331657562224,0.37653483002243876,0.3656877701224349,0.03664601125347987,0.0353865003502733,0.2801123876764057,0.35364377637008393,0.11340106020008843,0.08600348243969602
B,0,iid,shared_learnable_rho,4,0.008352492126108002,32,0.1437881424271622,0.13607400660055483,0.054869199131028126,0.05728258373531072,0.24520747646824903,0.2634957260965214,0.14658094040454558,0.13816055858869047,0.036624533980169016,0.03570935905713303,0.3803004130999392,0.37005936221113217,0.036796869463439436,0.03545954321235745,0.28280796590912205,0.3571950447826846,0.11332750504521782,0.08532997140333276
B,0,iid,dual,4,0.0,32,0.1139663459767648,0.10551742021367945,0.042817296900117374,0.03995092569207226,0.19641611544610627,0.19355755831593938,0.1069261466928917,0.0881200364624769,0.029970969427080087,0.02549956813725493,0.20871386337862488,0.22112141727142048,0.04094525542950267,0.03499877146851732,0.15895399456799314,0.17367377025648006,0.14502650279757723,0.13478938445436606
B,0,iid,wide_plain,4,0.0,32,0.17175121202216065,0.20037168096601876,0.05489478564600342,0.0594524156709272,0.33224396516891974,0.3620157049714602,0.18395310868045361,0.1815521945506362,0.02988999551749567,0.029525544653718143,0.6006223824183761,0.6007047206964933,0.08226788007235224,0.08635534671578582,0.5619131867463301,0.6953699243271652,0.4065947158157027,0.35664837816701755
B,0,iid,plain,8,0.0,32,0.17175121202216065,0.20037168096601876,0.05489478564600342,0.0594524156709272,0.33224396516891974,0.3620157049714602,0.18395310868045361,0.1815521945506362,0.02988999551749567,0.029525544653718143,0.6006223824183761,0.6007047206964933,0.08226788007235224,0.08635534671578582,0.5619131867463301,0.6953699243271652,0.4065947158157027,0.35664837816701755
B,0,endpoint_continuous,plain,8,0.0,24,0.009291027636797781,0.007250916516559378,0.002342301658514925,0.002368968186612315,0.007091383572939072,0.007179250442755053,nan,nan,0.002342301658514925,0.002368968186612315,nan,nan,nan,nan,0.022486931655647024,0.019043478844688523,0.0069335066040310525,0.006025501559059079
B,0,offgrid,plain,8,0.0,24,0.20142402639100573,0.20903690195088476,0.05637125877843583,0.04703250910644433,0.35484962344476045,0.35527181201437574,0.16521277401454057,0.16925896303881222,0.030665084994077108,0.030221071756021525,0.5523096080250247,0.5428515113882743,0.08740047877980474,0.06821641420885699,0.6061069106597218,0.7031056663813132,0.46523761185734136,0.4064258123247678
B,0,false_interface,plain,8,0.0,24,0.022960110163036698,0.016859221026038422,0.0022960734614226614,0.002166674286188941,0.007305767276534825,0.006812100349674451,0.002756890542761558,0.0026683649259048856,0.0022141863680824373,0.002149314489418468,0.003513901129179252,0.003628730102981384,0.0018016869203868117,0.0010613276171364538,0.037679159073113554,0.03881592579384206,0.010468025519456942,0.010887162530075503
B,0,iid,hidden_width_2,8,0.0,32,0.17175121202216065,0.20037168096601876,0.05489478564600342,0.0594524156709272,0.33224396516891974,0.3620157049714602,0.18395310868045361,0.1815521945506362,0.02988999551749567,0.029525544653718143,0.6006223824183761,0.6007047206964933,0.08226788007235224,0.08635534671578582,0.5619131867463301,0.6953699243271652,0.4065947158157027,0.35664837816701755
B,0,endpoint_continuous,hidden_width_2,8,0.0,24,0.009291027636797781,0.007250916516559378,0.002342301658514925,0.002368968186612315,0.007091383572939072,0.007179250442755053,nan,nan,0.002342301658514925,0.002368968186612315,nan,nan,nan,nan,0.022486931655647024,0.019043478844688523,0.0069335066040310525,0.006025501559059079
B,0,offgrid,hidden_width_2,8,0.0,24,0.20142402639100573,0.20903690195088476,0.05637125877843583,0.04703250910644433,0.35484962344476045,0.35527181201437574,0.16521277401454057,0.16925896303881222,0.030665084994077108,0.030221071756021525,0.5523096080250247,0.5428515113882743,0.08740047877980474,0.06821641420885699,0.6061069106597218,0.7031056663813132,0.46523761185734136,0.4064258123247678
B,0,false_interface,hidden_width_2,8,0.0,24,0.022960110163036698,0.016859221026038422,0.0022960734614226614,0.002166674286188941,0.007305767276534825,0.006812100349674451,0.002756890542761558,0.0026683649259048856,0.0022141863680824373,0.002149314489418468,0.003513901129179252,0.003628730102981384,0.0018016869203868117,0.0010613276171364538,0.037679159073113554,0.03881592579384206,0.010468025519456942,0.010887162530075503
B,0,iid,two_channel_fno,8,0.0,32,0.17231316186747084,0.20021194659630887,0.05518335814664853,0.060083486480329185,0.3323640388470663,0.36325045469434597,0.18423162090527753,0.18166439393936057,0.030150213662224343,0.02986632232968025,0.601008902955408,0.6004295149432856,0.08256448668381276,0.08653778604484141,0.562212205731356,0.6956811618056897,0.40898125023064663,0.3618000125294659
B,0,endpoint_continuous,two_channel_fno,8,0.0,24,0.010628518262130376,0.008137357541416316,0.0027661388102615467,0.0026778242516378604,0.007972499446803033,0.008125090067166718,nan,nan,0.0027661388102615467,0.0026778242516378604,nan,nan,nan,nan,0.022492971688005663,0.01903149975134422,0.00686782732829432,0.006060492735611753
B,0,offgrid,two_channel_fno,8,0.0,24,0.20098780132944105,0.20852964586669565,0.05617628934236644,0.04699299709442767,0.3548282954656585,0.3545702711712774,0.16528350864493419,0.16910655780888595,0.03035845881617756,0.029815512660460813,0.5542572531373658,0.5439269351030065,0.08691672872714937,0.06915089131288807,0.6062417708423783,0.702701663373728,0.45850719025796477,0.41474971990243364
B,0,false_interface,two_channel_fno,8,0.0,24,0.031766664632418576,0.023198473171944976,0.0030456904522062293,0.002845775252417171,0.00883858481397326,0.008488890411691458,0.0037859780400452156,0.003316039423608616,0.002886738021419543,0.0026788489505962304,0.0044606285533695935,0.003396133337316573,0.0022471382995392494,0.0016143908554735326,0.04037346375032195,0.03873512374990332,0.016052416771900224,0.01624835985825293
B,0,iid,shared,8,0.0,32,0.09421262030747507,0.09438594646026092,0.028761518441097055,0.030704025469891136,0.21279434443401307,0.23367641930020777,0.08875642187308552,0.0893427105255887,0.01701200755877454,0.01769127544796041,0.2864472649009653,0.2903860614702518,0.04533491531012945,0.04088092515805264,0.2663128991398719,0.32827855913838494,0.17972404271432715,0.16449971528420904
B,0,endpoint_continuous,shared,8,0.0,24,0.05105859260543144,0.050060149466008716,0.02080970790886817,0.019600788651644243,0.027265216890949517,0.02532401500814338,nan,nan,0.02080970790886817,0.019600788651644243,nan,nan,nan,nan,0.02198703944606339,0.018185350714395646,0.005641920357530753,0.005085160423109525
B,0,offgrid,shared,8,0.0,24,0.10441969526301957,0.09926144333677768,0.029487210764100612,0.02769804935966655,0.23295827687484202,0.25408804656615774,0.07856598876799598,0.07427024404776397,0.01764204152251267,0.014199975977769022,0.2474443658490869,0.24800262997317635,0.040684621323178224,0.03383601550963561,0.27421123430626415,0.32129929840665916,0.2586658549626472,0.20147204725644463
B,0,false_interface,shared,8,0.0,24,0.09218957838604218,0.09314434603547299,0.010642693987100925,0.009103153706030116,0.05610779700573718,0.042296564628595414,0.029321605524992272,0.02435226208824998,0.006974077867433179,0.005772193173959236,0.011466196946257123,0.0060973054664659534,0.04247005750296261,0.032876637967783756,0.14426061239931254,0.15996555923224337,0.12346336588096402,0.08841282091383637
B,0,iid,shared_learnable_rho,8,0.007672592141006857,32,0.09467720790138567,0.09491598862092272,0.02895656153070716,0.03091734447701188,0.2135468603654662,0.23446151301097617,0.08944868216369731,0.09033847800768954,0.017110508958320815,0.017783879044540943,0.28880216850830115,0.29309440083396426,0.045574371500735365,0.04121675196851049,0.26847843932529436,0.3314196111792866,0.1811033504383492,0.16779557588688787
B,0,endpoint_continuous,shared_learnable_rho,8,0.007672592141006857,24,0.051276788733734535,0.050290184277309025,0.02090708778012958,0.01969407721837512,0.027353345650437882,0.025406684277090252,nan,nan,0.02090708778012958,0.01969407721837512,nan,nan,nan,nan,0.02198971647780067,0.018201169017618816,0.005629372288002531,0.005058925273982218
B,0,offgrid,shared_learnable_rho,8,0.007672592141006857,24,0.1047512066699572,0.09929865096287471,0.029613041841880936,0.027656120804496066,0.23365196250532083,0.2543089559501011,0.07901812904456022,0.07489412269577203,0.01769098422158954,0.014212807700842843,0.24983551721383057,0.2505450654164659,0.040888227939543983,0.034092740918618525,0.27656335078080857,0.3242500110334359,0.2590951766864295,0.2039822656449426
B,0,false_interface,shared_learnable_rho,8,0.007672592141006857,24,0.09156224093327105,0.09232428069991869,0.01057798087612206,0.009046137326561078,0.055649956622909356,0.041922523694449,0.029064360013775485,0.024146448381061083,0.006944044186476698,0.005738461874848864,0.011299474624115288,0.0060765479552270935,0.041893451827747175,0.032420356227542795,0.14325225618027757,0.1588206852224524,0.12213628334648918,0.08709162491435257
B,0,iid,dual,8,0.0,32,0.07209774087252677,0.06598625087094455,0.021621876038813714,0.019991012105010832,0.1686834501870158,0.16711083720765707,0.06317231442648231,0.05828453215200008,0.013383934769206463,0.012567834374089957,0.15023246422715858,0.14527970946649105,0.04240769462993258,0.02854998060427405,0.14262925201412224,0.16180749033671626,0.17669396327491044,0.13143987048568007
B,0,endpoint_continuous,dual,8,0.0,24,0.037947246165273577,0.03700559661176969,0.015169388547440496,0.014261343444649945,0.021360989207388933,0.019569420147648647,nan,nan,0.015169388547440496,0.014261343444649945,nan,nan,nan,nan,0.021568361402906522,0.01805035089853052,0.005462614715403927,0.004320573706820069
B,0,offgrid,dual,8,0.0,24,0.09781214377911367,0.07413240520551503,0.02576271796576776,0.024890612072133868,0.19714322715443092,0.204573371086451,0.06821370237584609,0.06141612784840225,0.015418711797144947,0.013293536560076182,0.12017065719798133,0.13689302424535937,0.05508732601598101,0.03047395201054387,0.16273371215730345,0.17261485255607698,0.28029322381673377,0.2052534382337634
B,0,false_interface,dual,8,0.0,24,0.129618290867168,0.12410311090255013,0.014905110707700528,0.012926781513284056,0.08184887036102696,0.06357444718663655,0.0434646465739722,0.03464795331110174,0.009324559571289814,0.006925987690987323,0.013879464274659824,0.007515556107251138,0.07287091772830803,0.054891780755902606,0.2107964226866547,0.23704713923094606,0.21205268501200525,0.1551766487068178
B,0,iid,wide_plain,8,0.0,32,0.11007908668596994,0.12698837794217555,0.03416076264840327,0.03527377604173744,0.22040500509136857,0.2417032892882443,0.11781963796314729,0.11343603857666854,0.017614475347076122,0.016257982530757432,0.21734490000857437,0.21537597091339433,0.07227876744546825,0.06628495130946677,0.3941971081598988,0.4714874891292882,0.6890324298326576,0.6856438009464223
B,0,endpoint_continuous,wide_plain,8,0.0,24,0.0015092799073478217,0.0012360522037725388,0.00036087314583133626,0.000350034777997949,0.0013569645642601182,0.0013460876092238894,nan,nan,0.00036087314583133626,0.000350034777997949,nan,nan,nan,nan,0.0062258541336592185,0.005084609270710725,0.0049003643368271095,0.004679256439505064
B,0,offgrid,wide_plain,8,0.0,24,0.13037737684361222,0.1354056720266359,0.03438144919693801,0.030934207969494927,0.23664279032609334,0.22862962711780194,0.10735513654197411,0.10746346586893252,0.016964967684712538,0.014389206593880726,0.1992294015836234,0.18199754991866357,0.07430773137785655,0.05678198870483245,0.4506325282629218,0.4795594630154091,0.6864477152288035,0.623136214532942
B,0,false_interface,wide_plain,8,0.0,24,0.003854823223636846,0.0028719875903560907,0.0003726016186760696,0.0004070607324342987,0.001321959363990055,0.0013458479079747707,0.00045146707850320756,0.0004130567058723497,0.00035797079039879046,0.00038763414420991754,0.00046032066167329706,0.00032376808421998027,0.0004274130630877622,0.00032224767532564036,0.011389583867360095,0.008747101069679986,0.00451235440258301,0.004225272932855892
B,0,iid,exact_shift,0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0,iid,shared_rho_0.25,8,0.25,32,0.11098675359759741,0.12098451192499227,0.03507309814870156,0.03780774389475186,0.2397608129454567,0.27192385566937394,0.1127825615189463,0.11048764228661315,0.01996276367412507,0.02099249627304275,0.3670237897255447,0.3752449285665867,0.05305052158695189,0.05028353598172819,0.34081815503869983,0.42624109415268496,0.22881267032821795,0.23267463306916694
B,0,iid,shared_rho_0.5,8,0.5,32,0.13024464980017406,0.14848237024678335,0.0415735396363609,0.04534846204219958,0.2682471830451542,0.30137234461508217,0.13708047112325275,0.1344115110617004,0.02306051903681798,0.024085173789834248,0.44670074069570015,0.4515192923992378,0.06267904729226245,0.05932840377918669,0.416202162227869,0.5206868836034887,0.2869896089240337,0.27388779138074226
B,0,iid,shared_rho_0.75,8,0.75,32,0.1506087014140097,0.17529646477310784,0.04815911353556816,0.05293288841343142,0.2978483300804857,0.3347403557645565,0.16071600384581788,0.158515207818424,0.02635743881262445,0.026206580852485846,0.5243637623091828,0.526315033503832,0.07215968068441247,0.07171576145960534,0.4898970516698528,0.6101347035636852,0.347036871998731,0.30465595417778446
B,0,iid,shared_rho_1,8,1.0,32,0.17175121202216065,0.20037168096601876,0.05489478564600342,0.0594524156709272,0.33224396516891974,0.3620157049714602,0.18395310868045361,0.1815521945506362,0.02988999551749567,0.029525544653718143,0.6006223824183761,0.6007047206964933,0.08226788007235224,0.08635534671578582,0.5619131867463301,0.6953699243271652,0.4065947158157027,0.35664837816701755
B,0,ablation_unshifted,two_channel_fno,8,0.0,32,0.17231316186747084,0.20021194659630887,0.05518335814664853,0.060083486480329185,0.3323640388470663,0.36325045469434597,0.18423162090527753,0.18166439393936057,0.030150213662224343,0.02986632232968025,0.601008902955408,0.6004295149432856,0.08256448668381276,0.08653778604484141,0.562212205731356,0.6956811618056897,0.40898125023064663,0.3618000125294659
B,0,ablation_unshifted,shared,8,0.0,32,0.4598084874721503,0.48169710749422995,0.13600420234657226,0.11835961970130213,0.6690071288076971,0.617013341540864,0.373193915417788,0.34264439552248194,0.09117726320894945,0.08191704182866297,0.8282727685942599,0.8566761608127083,0.03255072254877485,0.024441495188157858,0.8881727675137671,0.8505771217821791,0.33343582101234637,0.2721640369351553
B,0,ablation_unshifted,shared_learnable_rho,8,0.007672592141006857,32,0.4569739860111893,0.4782693615344491,0.13533587566468047,0.11795355025028052,0.6661365841766098,0.6141074350404994,0.3716818851503992,0.34096158998978005,0.09066115239684684,0.08154324639214519,0.8266190722713503,0.8558887851664279,0.032761662975204726,0.024745997722698143,0.885380751511524,0.8499796173193348,0.3335908363476457,0.27161818538447124
B,0,ablation_unshifted,dual,8,0.0,32,0.6303750062379809,0.6803793432188312,0.17740798873947752,0.15239677738348684,0.8535464756848737,0.7838335447051463,0.46715690702559026,0.44294788162809057,0.12310576803926288,0.10835811525602237,0.9254112190095547,0.9121028438769501,0.05112714976002043,0.01779819822749784,1.0658712565872164,0.9023365991831136,0.39161361454730276,0.2947929420451155
B,0,ablation_constant,two_channel_fno,8,0.0,32,0.1718498920802299,0.20037622302364258,0.05492391411814427,0.0595485601652848,0.3325498707946762,0.3634227774222063,0.18397965159195173,0.18156747265101125,0.029918300371979973,0.029694588716991217,0.6007757557104864,0.6007148167754383,0.082317449664871,0.08699242820019149,0.5619339324590726,0.6954984491703589,0.4057943625145596,0.35642965689069417
B,0,ablation_constant,shared,8,0.0,32,0.1789915650104233,0.20948675463743166,0.06008698879313411,0.06557932965155877,0.3543620525833382,0.3783858875827486,0.18807726358103735,0.18658341663052538,0.03566558843788396,0.0367778544211603,0.620124300596244,0.6260348408078779,0.06455387828996419,0.06004035027003507,0.5609020144267035,0.7033538951815449,0.40799750634072574,0.3474187397434825
B,0,ablation_constant,shared_learnable_rho,8,0.007672592141006857,32,0.17891871556795164,0.20942452787588997,0.06004467987904504,0.06555569904178164,0.3541284412216649,0.3780858883484747,0.1880566373797605,0.18654417896302447,0.03561610535172323,0.03676237283996711,0.6200178208531514,0.6258609436221936,0.0647085660855562,0.060265026713491654,0.560906190041276,0.7033109612954306,0.40783198267749343,0.3471133792536408
B,0,ablation_constant,dual,8,0.0,32,0.17635374085720798,0.20619335963540764,0.0579043935694944,0.06389721567975223,0.3532789368948629,0.3827065773632917,0.18640531710383523,0.18586767188761172,0.03320363035755372,0.03523240774315257,0.6127949643139374,0.6211575863957314,0.0695463028057097,0.05909665153876453,0.5591607997915108,0.6999550538578349,0.4286687961052784,0.36733052925922227
B,0,ablation_shift_-4,two_channel_fno,8,0.0,32,0.17231316186747084,0.20021194659630887,0.05518335814664853,0.060083486480329185,0.3323640388470663,0.36325045469434597,0.18423162090527753,0.18166439393936057,0.030150213662224343,0.02986632232968025,0.601008902955408,0.6004295149432856,0.08256448668381276,0.08653778604484141,0.562212205731356,0.6956811618056897,0.40898125023064663,0.3618000125294659
B,0,ablation_shift_-4,shared,8,0.0,32,0.3218639744187384,0.34087864769059734,0.0800554865241918,0.07734126384820458,0.5785230572961781,0.5439887222687236,0.373193915417788,0.34264439552248194,0.021454968641001545,0.01813347795824715,0.8282727685942599,0.8566761608127083,0.044444133796735265,0.03668213705315759,0.7250119990960954,0.827729133955537,0.22657802065428048,0.17607181684603057
B,0,ablation_shift_-4,shared_learnable_rho,8,0.007672592141006857,32,0.3202921625118921,0.33865340872579897,0.07985018955081433,0.077068243174998,0.5764801266364161,0.5418730933198377,0.3716818851503992,0.34096158998978005,0.021516090450223554,0.018254146399424256,0.8266190722713503,0.8558887851664279,0.044690624304975876,0.036906634253938364,0.7235213185823413,0.8270101920674853,0.22762139880531135,0.17657314322968748
B,0,ablation_shift_-4,dual,8,0.0,32,0.4176748197081793,0.47363739101262947,0.0946718455470363,0.09066264494874168,0.7126196579839548,0.7169271676938473,0.46715690702559026,0.44294788162809057,0.02003690326700712,0.013333635537678325,0.9254112190095547,0.9121028438769501,0.05565218014150093,0.02411390001636038,0.8405294844723232,0.8790846476440135,0.23634518385448525,0.1271523978968444
B,0,ablation_shift_-2,two_channel_fno,8,0.0,32,0.17231316186747084,0.20021194659630887,0.05518335814664853,0.060083486480329185,0.3323640388470663,0.36325045469434597,0.18423162090527753,0.18166439393936057,0.030150213662224343,0.02986632232968025,0.601008902955408,0.6004295149432856,0.08256448668381276,0.08653778604484141,0.562212205731356,0.6956811618056897,0.40898125023064663,0.3618000125294659
B,0,ablation_shift_-2,shared,8,0.0,32,0.25069369326905855,0.2776849326707863,0.05484525295607806,0.058608333362576946,0.5638413714124386,0.5439887222687236,0.23772132630893644,0.22982115588011742,0.018491253999976254,0.01813347795824715,0.8282727685942599,0.8566761608127083,0.04533491531012945,0.04088092515805264,0.7049913898999314,0.8155385773019133,0.21502958420932777,0.17521283648437536
B,0,ablation_shift_-2,shared_learnable_rho,8,0.007672592141006857,32,0.24987263143303334,0.27667141203930035,0.05484828916384176,0.05866187215106432,0.5619277829912237,0.5418730933198377,0.23731742549732457,0.22939732077787053,0.018578568439681725,0.018254146399424256,0.8266190722713503,0.8558887851664279,0.045574371500735365,0.04121675196851049,0.7038825906537227,0.814931586794005,0.21614335487558334,0.17724671111344953
B,0,ablation_shift_-2,dual,8,0.0,32,0.30097511269794613,0.3343666153639636,0.05720615017323112,0.06134110289510177,0.6816919520708538,0.6909134479465261,0.2667479894845779,0.24826672762488564,0.015483710024062068,0.013270029202103007,0.9254112190095547,0.9121028438769501,0.049865565215393384,0.02854998060427405,0.7826545305315735,0.8625970617385954,0.2148801059048694,0.13182434073917304
B,0,ablation_shift_-1,two_channel_fno,8,0.0,32,0.17231316186747084,0.20021194659630887,0.05518335814664853,0.060083486480329185,0.3323640388470663,0.36325045469434597,0.18423162090527753,0.18166439393936057,0.030150213662224343,0.02986632232968025,0.601008902955408,0.6004295149432856,0.08256448668381276,0.08653778604484141,0.562212205731356,0.6956811618056897,0.40898125023064663,0.3618000125294659
B,0,ablation_shift_-1,shared,8,0.0,32,0.19204495786726478,0.22595511291947282,0.04154748604062047,0.04620699435727338,0.5390044088834113,0.5439887222687236,0.16408737399295817,0.16226359201942603,0.017339150651461202,0.017901329591273822,0.5610295694652992,0.5791351845456376,0.04533491531012945,0.04088092515805264,0.6343066043960117,0.8037415407129738,0.19019262168030038,0.16449971528420904
B,0,ablation_shift_-1,shared_learnable_rho,8,0.007672592141006857,32,0.191691508302362,0.22558694888419323,0.0416477895724988,0.04620853887626739,0.5372743825725428,0.5418730933198377,0.16422193064623106,0.16242808653299953,0.017435090333900595,0.017987582122764908,0.5613541401335178,0.5793982512221189,0.045574371500735365,0.04121675196851049,0.6337395294829131,0.8032067710901051,0.19148995445690228,0.16779557588688787
B,0,ablation_shift_-1,dual,8,0.0,32,0.21517263429721167,0.2513618902272323,0.03876017296595323,0.042147484939601784,0.6422120583043356,0.6780819991086895,0.16455421210401153,0.1718840161830733,0.013847076878590514,0.012567834374089957,0.5434178987313661,0.5672721087796275,0.04435840541485139,0.02854998060427405,0.6691341884673412,0.8389712456361803,0.18267748704440853,0.1303975603144859
B,0,ablation_shift_+1,two_channel_fno,8,0.0,32,0.17231316186747084,0.20021194659630887,0.05518335814664853,0.060083486480329185,0.3323640388470663,0.36325045469434597,0.18423162090527753,0.18166439393936057,0.030150213662224343,0.02986632232968025,0.601008902955408,0.6004295149432856,0.08256448668381276,0.08653778604484141,0.562212205731356,0.6956811618056897,0.40898125023064663,0.3618000125294659
B,0,ablation_shift_+1,shared,8,0.0,32,0.20251719356095,0.22829019616520047,0.0415927430242427,0.04658983646733256,0.5902375582878825,0.6934361039700059,0.16613795942966883,0.16783181980263273,0.01701200755877454,0.01769127544796041,0.5700276264093481,0.5721769803316294,0.04533491531012945,0.04088092515805264,0.6208965216216579,0.7882056524195545,0.2004002323009614,0.17521283648437536
B,0,ablation_shift_+1,shared_learnable_rho,8,0.007672592141006857,32,0.2020881577620337,0.22794889920577294,0.04169281665828947,0.04663800506142755,0.5883740008655347,0.690877627617887,0.16625725134640026,0.16821140473595284,0.017110508958320815,0.017783879044540943,0.5702847247841596,0.5723782346021249,0.045574371500735365,0.04121675196851049,0.6204386287613262,0.7872901527066312,0.20162499964167757,0.17724671111344953
